code,sample_year,sex,CV,T_ng_g,age_at_sample,cyst,positive,sample_type,male_status,season,rain_90
4NEm0,2010,M,4.06,330.64,12.3340178,1,1,NA,follower,cold_dry,848.02
4NEm0,2010,M,3.45,472.85,12.42162902,1,1,NA,follower,cold_dry,343.17
4NEm0,2011,M,7.31,285.54,12.54757016,1,1,NA,follower,cold_dry,85
4NEm0,2011,M,12.37,2349.38,12.58316222,1,1,NA,follower,hot_dry,0
5PFii,2016,M,7.39,612.67,15.137577,0,0,urine,follower,cold_wet,396.8
5PFii,2017,M,0,522.5,16.67624914,0,0,plasma,follower,cold_dry,303.5
5PFii,2018,M,13.15,274.4,16.76386037,0,0,plasma,follower,cold_dry,76.6
5PFii,2018,M,1.62,608.51,16.82135524,0,0,plasma,follower,hot_dry,0
5PFii,2018,M,4.72,728.63,16.91718001,0,0,plasma,follower,hot_dry,2.2
5PFii,2018,M,2.81,812.88,17.07049966,0,0,plasma,follower,hot_dry,98.6
5PFii,2018,M,8.25,727.59,17.11978097,0,0,plasma,follower,cold_wet,235.1
5PFii,2018,M,7.8,520.15,17.24845996,0,0,plasma,follower,cold_wet,821
5PFii,2018,M,11.32,265.78,17.32511978,0,0,plasma,follower,cold_wet,1139.4
5PFii,2018,M,2.15,558.92,17.44558522,0,0,plasma,follower,cold_wet,1108.4
7iMcF,2017,M,3.14,338.16,16.43805613,1,1,urine,follower,cold_dry,303.5
7iMcF,2018,M,9.76,385.5,17.3963039,1,1,urine,follower,cold_dry,355.5
7iMcF,2019,M,4.23,1019.44,17.5797399,1,1,urine,follower,hot_dry,39.9
7gi5b,2015,M,5.21,401.71,9.100616016,0,0,urine,leader,hot_dry,205.4
7gi5b,2015,M,4.35,381.32,9.519507187,0,0,urine,leader,cold_dry,753.9
7gi5b,2016,M,2.9,615.49,9.979466119,0,0,urine,leader,hot_dry,57.7
nywxl,2019,M,1.85,1048.07,8.783025325,0,1,plasma,bachelor,hot_dry,17.2
nywxl,2019,M,7.31,1127.21,9.533196441,0,1,plasma,bachelor,cold_dry,472.1380952
IEP7s,2011,M,4.29,948.82,8.925393566,1,1,NA,bachelor,hot_dry,4.8
xm4Qi,2019,M,8.66,2079.03,8.969199179,0,0,plasma,bachelor,cold_wet,562.47
xm4Qi,2019,M,2.32,600,9.368925394,0,0,plasma,bachelor,cold_dry,668.1666667
xm4Qi,2019,M,7.12,981.04,9.429158111,0,0,plasma,bachelor,cold_dry,529.2666667
xm4Qi,2020,M,2.8,1218.46,9.527720739,0,0,plasma,bachelor,cold_dry,253.2166667
n6ZR5,2018,M,9.13,794.26,8.815879535,0,0,plasma,leader,cold_wet,1237.5
pAOgp,2015,M,8.61,1340.8,11.44969199,0,1,urine,bachelor,hot_dry,205.9
iePsk,2015,M,3.73,680.29,7.622176591,0,0,urine,leader,cold_wet,302.2
GiKBA,2019,M,2.51,686.89,14.23134839,1,1,plasma,follower,hot_dry,17.2
GiKBA,2019,M,0.7,872.79,14.35455168,1,1,plasma,follower,hot_dry,70.3
i3dwL,2015,M,8.38,863.73,7.726214921,0,0,urine,bachelor,hot_dry,229.7
i3dwL,2015,M,9.11,418.97,7.764544832,0,0,urine,bachelor,cold_wet,302.2
i3dwL,2015,M,0.37,376.99,7.830253251,0,0,urine,bachelor,cold_wet,451.2
i3dwL,2015,M,1.38,514.08,8.060232717,0,0,urine,bachelor,cold_wet,789.6
i3dwL,2015,M,7.1,578.15,8.147843943,0,0,urine,bachelor,cold_dry,641
i3dwL,2015,M,5.29,637.12,8.177960301,0,0,urine,bachelor,cold_dry,606.2
i3dwL,2015,M,7.73,600,8.262833676,0,0,urine,bachelor,cold_dry,432.5
i3dwL,2016,M,10.4,1024.09,8.449007529,0,0,urine,bachelor,hot_dry,83.2
i3dwL,2016,M,6.7,1313.94,8.498288843,0,0,urine,bachelor,hot_dry,37.7
i3dwL,2016,M,1.41,1018.7,8.5804243670000009,0,0,urine,bachelor,hot_dry,60.4
i3dwL,2016,M,2.37,829.86,8.709103354,0,0,urine,bachelor,hot_dry,295.7
aPRZB,2016,M,2.21,686.09,8.342231348,0,0,urine,leader,hot_dry,64.4
LY0qM,2014,M,7.4,488.92,9.204654346,0,1,urine,leader,cold_dry,1047.5
LY0qM,2014,M,5.33,2348.85,9.237508556,0,1,urine,leader,cold_dry,892.3
LY0qM,2015,M,2.37,725.17,9.782340862,0,1,urine,leader,hot_dry,134.1
LY0qM,2015,M,6.41,621.79,9.820670773,0,0,urine,leader,hot_dry,208.4
LY0qM,2015,M,0.62,350.7,10.19301848,0,0,urine,leader,cold_dry,751.1
LY0qM,2016,M,10.97,786.87,10.67214237,0,0,urine,leader,hot_dry,65.5
wpGw1,2015,M,8.75,583.66,9.174537988,0,1,urine,follower,hot_dry,205.4
